subject-name,ID,ID-path,Level,Level 1,Level 1 ID,Level 2,Level 2 ID,Level 3,Level 3 ID,Level 4,Level 4 ID,Level 5,Level 5 ID,Level 6,Level 6 ID,Level 7,Level 7 ID,Level 8,Level 8 ID,Level 9,Level 9 ID,Level 10,Level 10 ID,Level 11,Level 11 ID,Level 12,Level 12 ID,Description,Synonyms,German Synonyms,BIC_code_1,BIC_name_1,BIC_code_2,BIC_name_2,BISAC_code_1,BISAC_name_1,BISAC_code_2,BISAC_name_2,DDC_code_1,DDC_name_1,DDC_code_2,DDC_name_2,LCC_code_1,LCC_name_1,LCC_code_2,LCC_name_2,LCSH_code_1,LCSH_name_1,LCSH_code_2,LCSH_name_2,THEMA_code_1,THEMA_name_1,THEMA_code_2,THEMA_name_2,VLB_code_1,VLB_name_1,VLB_code_2,VLB_name_2,Discipline
Habituation,6141,/2883/3001/3396/7817/3395/6141/,6,Humanities and Social Sciences,2883,Behavioral Sciences and Psychology,3001,Educational Psychology,3396,Instructional Psychology,7817,Learning and Instruction,3395,Habituation,6141,,,,,,,,,,,,,Habituation occurs upon repeated presentation of stimulus such that the innate physiological or behavioural response to that stimulus is gradually diminished.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Habituation,6141,/2883/3001/3000/7818/6141/,5,Humanities and Social Sciences,2883,Behavioral Sciences and Psychology,3001,Cognitive Psychology,3000,Cognition,7818,Habituation,6141,,,,,,,,,,,,,,,Habituation occurs upon repeated presentation of stimulus such that the innate physiological or behavioural response to that stimulus is gradually diminished.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Habituation,6141,/2883/3001/3068/7818/6141/,5,Humanities and Social Sciences,2883,Behavioral Sciences and Psychology,3001,Social Psychology,3068,Cognition,7818,Habituation,6141,,,,,,,,,,,,,,,Habituation occurs upon repeated presentation of stimulus such that the innate physiological or behavioural response to that stimulus is gradually diminished.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Hydroenergy,6151,/2867/3039/3038/3036/7773/6151/,6,Physical Sciences,2867,Earth and Environmental Sciences,3039,Environmental Sciences,3038,"Energy Policy, Economics and Management",3036,Renewable Energy,7773,Hydroenergy,6151,,,,,,,,,,,,,"Hydroenergy/Hydropower, or hydroelectric power, is a renewable source of energy that generates power by using a dam or diversion structure to alter the natural flow of a river or other body of water.",,Wasserkraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Hydroenergy,6151,/2887/3102/7766/7773/6151/,5,Technology and Engineering,2887,Mechanical Engineering,3102,Mechanical Power Engineering,7766,Renewable Energy,7773,Hydroenergy,6151,,,,,,,,,,,,,,,"Hydroenergy/Hydropower, or hydroelectric power, is a renewable source of energy that generates power by using a dam or diversion structure to alter the natural flow of a river or other body of water.",,Wasserkraft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Holoenzymes,6152,/2867/2869/2948/4434/4433/6152/,6,Physical Sciences,2867,Chemistry,2869,Biological Chemistry,2948,Enzymology,4434,Enzymes,4433,Holoenzymes,6152,,,,,,,,,,,,,Holoenzymes are the active forms of enzymes. Enzymes that require a cofactor but are not bound by one are called apoenzymes. Holoenzymes represent the apoenzyme bound to its necessary cofactors or prosthetic groups.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Holoenzymes,6152,/2874/2873/2950/4434/4433/6152/,6,Life Sciences,2874,Biological Sciences,2873,Chemical Biology,2950,Enzymology,4434,Enzymes,4433,Holoenzymes,6152,,,,,,,,,,,,,Holoenzymes are the active forms of enzymes. Enzymes that require a cofactor but are not bound by one are called apoenzymes. Holoenzymes represent the apoenzyme bound to its necessary cofactors or prosthetic groups.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Semen analysis,6156,/2874/2879/2878/2974/3496/6156/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Diagnosis,2974,Laboratory Medical Diagnosis,3496,Semen analysis,6156,,,,,,,,,,,,,"Semen analysis is the term used for the laboratory techniques and procedures that are performed to measure sperm parameters, including number, motility, morphology and viability. Semen analysis is commonly performed to assess male factor infertility.","Semen Quality, Semen Quality Analyses, Semen Qualities, Semen Analyses, Semen Quality Analysis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Fissure seal,6159,/2874/2879/2878/3163/4301/6159/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Dentistry,3163,Preventive Dentistry,4301,Fissure seal,6159,,,,,,,,,,,,,"Fissure seal refers to the application of a protective coating to the grooves and pits of teeth, particularly molars, to prevent dental caries by sealing out food particles and bacteria.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Embryonal Neoplasms,6162,/2874/2879/2878/2877/2908/6162/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Diseases,2877,Cancers,2908,Embryonal Neoplasms,6162,,,,,,,,,,,,,Embryonal neoplasms are tumours formed from a mass of rapidly growing cells that begin in embryonic (fetal) tissue and express one or more embryo-exclusive genes. They account for 2-3 % of germ cell tumours. They can be benign or malignant. The disease type does not include neoplasms located in an embryo or foetus.,"Embryonal Cancer, Embryonal Cancers, Germ Cell Cancers, Germ Cell Cancer, Germ Cell and Embryonic Neoplasms, Germ Cell and Embryonal Neoplasms, Embryonal Neoplasm, Germ Cell Tumor, Germ Cell Neoplasms, Germ Cell Tumors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Embryonal Neoplasms,6162,/2874/2873/7781/2908/6162/,5,Life Sciences,2874,Biological Sciences,2873,Cancer Biology,7781,Cancers,2908,Embryonal Neoplasms,6162,,,,,,,,,,,,,,,Embryonal neoplasms are tumours formed from a mass of rapidly growing cells that begin in embryonic (fetal) tissue and express one or more embryo-exclusive genes. They account for 2-3 % of germ cell tumours. They can be benign or malignant. The disease type does not include neoplasms located in an embryo or foetus.,"Embryonal Cancer, Embryonal Cancers, Germ Cell Cancers, Germ Cell Cancer, Germ Cell and Embryonic Neoplasms, Germ Cell and Embryonal Neoplasms, Embryonal Neoplasm, Germ Cell Tumor, Germ Cell Neoplasms, Germ Cell Tumors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Strigolactone,6165,/2874/2873/2921/3836/3835/6165/,6,Life Sciences,2874,Biological Sciences,2873,Plant Science,2921,Plant Physiology,3836,Plant Hormones,3835,Strigolactone,6165,,,,,,,,,,,,,Strigolactones are a class of plant hormones that stimulate branching in plants and the growth of symbiotic arbuscular mycorrhizal fungi in the soil. They also impede shoot branching and trigger the germination of parasitic plant seeds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Strigolactone,6165,/2874/2873/3325/3836/3835/6165/,6,Life Sciences,2874,Biological Sciences,2873,Physiology,3325,Plant Physiology,3836,Plant Hormones,3835,Strigolactone,6165,,,,,,,,,,,,,Strigolactones are a class of plant hormones that stimulate branching in plants and the growth of symbiotic arbuscular mycorrhizal fungi in the soil. They also impede shoot branching and trigger the germination of parasitic plant seeds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Vitiligo,6179,/2874/2879/2878/2877/4658/6179/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Diseases,2877,Skin Diseases,4658,Vitiligo,6179,,,,,,,,,,,,,"Vitiligo is a skin disease that is characterized by loss of pigmentation caused by death or dysfunction of melanocytes, which are pigment producing cells. Autoimmune processes, oxidative stress, genetic factors and environmental triggers all have been implicated in the pathogenesis of the disease.","Leukoderma, Piebald skin",Vitiligo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Ascomycetes,6182,/2874/2873/2872/2920/4083/6182/,6,Life Sciences,2874,Biological Sciences,2873,Agriculture,2872,Plant Pathology,2920,Fungi,4083,Ascomycetes,6182,,,,,,,,,,,,,"Ascomycota is a phylum of the kingdom Fungi that, together with the Basidiomycota, forms the subkingdom Dikarya. Its members are commonly known as the sac fungi or ascomycetes.",Sac fungi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Ascomycetes,6182,/2874/2873/2921/2920/4083/6182/,6,Life Sciences,2874,Biological Sciences,2873,Plant Science,2921,Plant Pathology,2920,Fungi,4083,Ascomycetes,6182,,,,,,,,,,,,,"Ascomycota is a phylum of the kingdom Fungi that, together with the Basidiomycota, forms the subkingdom Dikarya. Its members are commonly known as the sac fungi or ascomycetes.",Sac fungi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Ascomycetes,6182,/2874/2873/2922/4083/6182/,5,Life Sciences,2874,Biological Sciences,2873,Microbiology,2922,Fungi,4083,Ascomycetes,6182,,,,,,,,,,,,,,,"Ascomycota is a phylum of the kingdom Fungi that, together with the Basidiomycota, forms the subkingdom Dikarya. Its members are commonly known as the sac fungi or ascomycetes.",Sac fungi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Lymphokine,6185,/2874/2873/3325/3094/6185/,5,Life Sciences,2874,Biological Sciences,2873,Physiology,3325,Cytokines and Growth Factors,3094,Lymphokine,6185,,,,,,,,,,,,,,,"Lymphokines are cytokines produced by T cells (lymphocytes) of the immune system. Lymphokines act to attract additional immune cells to mount an immune response, for instance in stimulating B cells to generate antibodies against the invading pathogen.","Lymphocyte-derived cytokines, Lymphocyte-activating factors, Lymphocyte-secreted factors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Lymphokine,6185,/2874/2873/2983/8075/3094/6185/,6,Life Sciences,2874,Biological Sciences,2873,Immunology,2983,Immune Cell Signalling,8075,Cytokines and Growth Factors,3094,Lymphokine,6185,,,,,,,,,,,,,"Lymphokines are cytokines produced by T cells (lymphocytes) of the immune system. Lymphokines act to attract additional immune cells to mount an immune response, for instance in stimulating B cells to generate antibodies against the invading pathogen.","Lymphocyte-derived cytokines, Lymphocyte-activating factors, Lymphocyte-secreted factors",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Macroautophagy,6186,/2874/2873/3018/3020/3667/6186/,6,Life Sciences,2874,Biological Sciences,2873,Cell Biology,3018,Cell Death,3020,Autophagy,3667,Macroautophagy,6186,,,,,,,,,,,,,"Macroautophagy is a process in which cellular contents are degraded by lysosomes or vacuoles and recycled. Double-membraned structures called autophagosomes enclose cellular material and then fuse with lysosomes. Non-selective macroautophagy is stimulated by starvation. Organelle-specific macroautophagy processes such as mitophagy, pexophagy and ribophagy remove damaged organelles.","Autophagy, Bulk autophagy, Non-selective autophagy, General autophagy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Schwann cell,6192,/2874/2873/2935/3882/5490/6192/,6,Life Sciences,2874,Biological Sciences,2873,Neuroscience,2935,Cellular Neuroscience,3882,Glial Biology,5490,Schwann cell,6192,,,,,,,,,,,,,"Schwann cells are glial cells in the peripheral nervous system that produce the myelin sheath around neuronal axons, facilitating rapid signal transmission.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Ceroid,6195,/2867/2869/2948/2949/2947/6195/,6,Physical Sciences,2867,Chemistry,2869,Biological Chemistry,2948,Lipidology,2949,Lipids,2947,Ceroid,6195,,,,,,,,,,,,,"Ceroid is a lipid pigment that is easily stained by Sudan dyes, similar to lipofuscin. It accumulates in numerous pathological conditions such as in cirrhotic livers and in lysosomal disorders affecting the central nervous system that manifest as severe neurodegeneration.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Ceroid,6195,/2874/2873/2950/2949/2947/6195/,6,Life Sciences,2874,Biological Sciences,2873,Chemical Biology,2950,Lipidology,2949,Lipids,2947,Ceroid,6195,,,,,,,,,,,,,"Ceroid is a lipid pigment that is easily stained by Sudan dyes, similar to lipofuscin. It accumulates in numerous pathological conditions such as in cirrhotic livers and in lysosomal disorders affecting the central nervous system that manifest as severe neurodegeneration.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Solid-state NMR,6202,/2867/2869/2894/2951/5834/6202/,6,Physical Sciences,2867,Chemistry,2869,Physical Chemistry,2894,Spectroscopy,2951,Nuclear Magnetic Resonance Spectroscopy,5834,Solid-state NMR,6202,,,,,,,,,,,,,"Solid-state nuclear magnetic resonance (ssNMR) spectroscopy is a variant of the NMR spectroscopy technique used for molecular structure determination, where the experimental sample is contained in media with little or no mobility (such as, a crystalline or powder state, membrane-bound system or aligned solution).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Solid-state NMR,6202,/2867/2869/2952/2951/5834/6202/,6,Physical Sciences,2867,Chemistry,2869,Analytical Chemistry,2952,Spectroscopy,2951,Nuclear Magnetic Resonance Spectroscopy,5834,Solid-state NMR,6202,,,,,,,,,,,,,"Solid-state nuclear magnetic resonance (ssNMR) spectroscopy is a variant of the NMR spectroscopy technique used for molecular structure determination, where the experimental sample is contained in media with little or no mobility (such as, a crystalline or powder state, membrane-bound system or aligned solution).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Solid-state NMR,6202,/2874/2873/2911/3211/5834/6202/,6,Life Sciences,2874,Biological Sciences,2873,Biological Techniques,2911,Biological Structure Determination,3211,Nuclear Magnetic Resonance Spectroscopy,5834,Solid-state NMR,6202,,,,,,,,,,,,,"Solid-state nuclear magnetic resonance (ssNMR) spectroscopy is a variant of the NMR spectroscopy technique used for molecular structure determination, where the experimental sample is contained in media with little or no mobility (such as, a crystalline or powder state, membrane-bound system or aligned solution).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Solid-state NMR,6202,/2874/2873/3210/3211/5834/6202/,6,Life Sciences,2874,Biological Sciences,2873,Structural Biology,3210,Biological Structure Determination,3211,Nuclear Magnetic Resonance Spectroscopy,5834,Solid-state NMR,6202,,,,,,,,,,,,,"Solid-state nuclear magnetic resonance (ssNMR) spectroscopy is a variant of the NMR spectroscopy technique used for molecular structure determination, where the experimental sample is contained in media with little or no mobility (such as, a crystalline or powder state, membrane-bound system or aligned solution).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Caecum,6205,/2874/2873/2961/2993/5224/6205/,6,Life Sciences,2874,Biological Sciences,2873,Anatomy,2961,Gastrointestinal System,2993,Large Intestine,5224,Caecum,6205,,,,,,,,,,,,,"The caecum is a pouch that forms the beginning of the large intestine. It is separated from the ascending colon by the cecocolic junction and from the small intestine by the ileocecal valve. The appendix is a vermiform process connected to the caecum, from which it develops.","Cecum, Cecums",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Targeted Resequencing,6207,/2874/2873/2911/3198/4944/6207/,6,Life Sciences,2874,Biological Sciences,2873,Biological Techniques,2911,Genomic Analysis,3198,Sequencing,4944,Targeted Resequencing,6207,,,,,,,,,,,,,Targeted resequencing is a method that aims to identify causative mutations within discrete genomic loci in populations by isolating and sequencing genomic regions of interest from a sample library. It is one of the fastest growing applications for next-generation sequencing technologies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Metabolic Syndrome,6209,/2874/2879/2878/2991/2990/6209/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Endocrinology,2991,Endocrine System and Metabolic Diseases,2990,Metabolic Syndrome,6209,,,,,,,,,,,,,"Metabolic syndrome is a disorder of energy use and storage. This syndrome is characterized by central obesity, dyslipidaemia, raised blood pressure and high blood sugar levels. Patients with metabolic syndrome are at increased risk of type 2 diabetes and cardiovascular disease.","Insulin Resistance Syndrome X, Dysmetabolic Syndrome X, Metabolic Syndrome X, Metabolic X Syndrome, Metabolic Cardiovascular Syndrome, Reaven Syndrome X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Urban Ethnography,6220,/2883/2891/2890/3514/6220/,5,Humanities and Social Sciences,2883,Social Sciences,2891,Anthropology,2890,Ethnography,3514,Urban Ethnography,6220,,,,,,,,,,,,,,,"Urban ethnography is a qualitative research method that involves the in-depth study and observation of social phenomena within urban contexts. It focuses on understanding the social interactions, behaviors, and cultural dynamics within urban communities, with a specific emphasis on the impact of urban environments on crime, deviance, and social control.",Urban criminology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Urban Ethnography,6220,/2883/2891/2945/3516/3514/6220/,6,Humanities and Social Sciences,2883,Social Sciences,2891,Criminology,2945,Research Methods in Criminology,3516,Ethnography,3514,Urban Ethnography,6220,,,,,,,,,,,,,"Urban ethnography is a qualitative research method that involves the in-depth study and observation of social phenomena within urban contexts. It focuses on understanding the social interactions, behaviors, and cultural dynamics within urban communities, with a specific emphasis on the impact of urban environments on crime, deviance, and social control.",Urban criminology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Hereditary eye disease,6224,/2874/2879/2878/2877/3266/6224/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Diseases,2877,Eye Diseases,3266,Hereditary eye disease,6224,,,,,,,,,,,,,"Hereditary eye disease refers to genetic conditions that affect the eyes and vision, passed down from parents to offspring, including disorders such as retinitis pigmentosa and congenital cataracts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Cancer Immunotherapy,6225,/2874/2873/7781/3531/6225/,5,Life Sciences,2874,Biological Sciences,2873,Cancer Biology,7781,Cancer Therapy,3531,Cancer Immunotherapy,6225,,,,,,,,,,,,,,,"Cancer immunotherapy is a therapy used to treat cancer patients that involves or uses components of the immune system. Some cancer immunotherapies consist of antibodies that bind to, and inhibit the function of, proteins expressed by cancer cells. Other cancer immunotherapies include vaccines and T cell infusions.","Cancer vaccines, Adoptive transfer, Immune blockade, Antibody therapy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Cancer Immunotherapy,6225,/2874/2873/2983/3931/6225/,5,Life Sciences,2874,Biological Sciences,2873,Immunology,2983,Immunotherapy,3931,Cancer Immunotherapy,6225,,,,,,,,,,,,,,,"Cancer immunotherapy is a therapy used to treat cancer patients that involves or uses components of the immune system. Some cancer immunotherapies consist of antibodies that bind to, and inhibit the function of, proteins expressed by cancer cells. Other cancer immunotherapies include vaccines and T cell infusions.","Cancer vaccines, Adoptive transfer, Immune blockade, Antibody therapy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Cancer Immunotherapy,6225,/2874/2879/2878/3012/3931/6225/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Therapeutics,3012,Immunotherapy,3931,Cancer Immunotherapy,6225,,,,,,,,,,,,,"Cancer immunotherapy is a therapy used to treat cancer patients that involves or uses components of the immune system. Some cancer immunotherapies consist of antibodies that bind to, and inhibit the function of, proteins expressed by cancer cells. Other cancer immunotherapies include vaccines and T cell infusions.","Cancer vaccines, Adoptive transfer, Immune blockade, Antibody therapy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Nuclear Medicine,6262,/2874/2879/2963/6262/,4,Life Sciences,2874,Health Sciences,2879,Radiology,2963,Nuclear Medicine,6262,,,,,,,,,,,,,,,,,"Nuclear medicine is a specialized area of radiology that uses very small amounts of radioactive materials, or radiopharmaceuticals, to examine organ function and structure. Nuclear medicine imaging is a combination of many different disciplines. These include chemistry, physics, mathematics, computer technology, and medicine. This branch of radiology is often used to help diagnose and treat abnormalities very early in the progression of a disease, such as thyroid cancer.","Radioisotope Scanning, Scintiphotography, Scintigraphy, Gamma Camera Imaging, Nuclear Medicine Imaging",Nuklearmedizin,MMN,Nuclear medicine,,,MED080000,"MEDICAL / Radiology, Radiotherapy & Nuclear Medicine",,,616.0757,Radiological diagnosis,,,R895-920,Medical physics. Medical radiology. Nuclear medicine,,,,Nuclear medicine,,,MKR,Nuclear medicine,,,693,Medizin/Klinische Fächer,,,TRUE
Nuclear Medicine,6262,/2925/2924/3022/3021/6312/6262/,6,Mathematics and Computing,2925,Mathematics,2924,Applications of Mathematics,3022,Computational Biology,3021,Medical Imaging,6312,Nuclear Medicine,6262,,,,,,,,,,,,,"Nuclear medicine is a specialized area of radiology that uses very small amounts of radioactive materials, or radiopharmaceuticals, to examine organ function and structure. Nuclear medicine imaging is a combination of many different disciplines. These include chemistry, physics, mathematics, computer technology, and medicine. This branch of radiology is often used to help diagnose and treat abnormalities very early in the progression of a disease, such as thyroid cancer.","Radioisotope Scanning, Scintiphotography, Scintigraphy, Gamma Camera Imaging, Nuclear Medicine Imaging",Nuklearmedizin,MMN,Nuclear medicine,,,MED080000,"MEDICAL / Radiology, Radiotherapy & Nuclear Medicine",,,616.0757,Radiological diagnosis,,,R895-920,Medical physics. Medical radiology. Nuclear medicine,,,,Nuclear medicine,,,MKR,Nuclear medicine,,,693,Medizin/Klinische Fächer,,,TRUE
Nuclear Medicine,6262,/2925/2971/4631/4777/6312/6262/,6,Mathematics and Computing,2925,Computer Science,2971,"Computer Imaging, Vision, Pattern Recognition and Graphics",4631,Computer Vision,4777,Medical Imaging,6312,Nuclear Medicine,6262,,,,,,,,,,,,,"Nuclear medicine is a specialized area of radiology that uses very small amounts of radioactive materials, or radiopharmaceuticals, to examine organ function and structure. Nuclear medicine imaging is a combination of many different disciplines. These include chemistry, physics, mathematics, computer technology, and medicine. This branch of radiology is often used to help diagnose and treat abnormalities very early in the progression of a disease, such as thyroid cancer.","Radioisotope Scanning, Scintiphotography, Scintigraphy, Gamma Camera Imaging, Nuclear Medicine Imaging",Nuklearmedizin,MMN,Nuclear medicine,,,MED080000,"MEDICAL / Radiology, Radiotherapy & Nuclear Medicine",,,616.0757,Radiological diagnosis,,,R895-920,Medical physics. Medical radiology. Nuclear medicine,,,,Nuclear medicine,,,MKR,Nuclear medicine,,,693,Medizin/Klinische Fächer,,,TRUE
Nuclear Medicine,6262,/2874/2879/2878/8295/6312/6262/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Biomedical Devices and Instrumentation,8295,Medical Imaging,6312,Nuclear Medicine,6262,,,,,,,,,,,,,"Nuclear medicine is a specialized area of radiology that uses very small amounts of radioactive materials, or radiopharmaceuticals, to examine organ function and structure. Nuclear medicine imaging is a combination of many different disciplines. These include chemistry, physics, mathematics, computer technology, and medicine. This branch of radiology is often used to help diagnose and treat abnormalities very early in the progression of a disease, such as thyroid cancer.","Radioisotope Scanning, Scintiphotography, Scintigraphy, Gamma Camera Imaging, Nuclear Medicine Imaging",Nuklearmedizin,MMN,Nuclear medicine,,,MED080000,"MEDICAL / Radiology, Radiotherapy & Nuclear Medicine",,,616.0757,Radiological diagnosis,,,R895-920,Medical physics. Medical radiology. Nuclear medicine,,,,Nuclear medicine,,,MKR,Nuclear medicine,,,693,Medizin/Klinische Fächer,,,TRUE
Nuclear Medicine,6262,/2887/3297/3344/8295/6312/6262/,6,Technology and Engineering,2887,Biological and Physical Engineering,3297,Biomedical Engineering and Bioengineering,3344,Biomedical Devices and Instrumentation,8295,Medical Imaging,6312,Nuclear Medicine,6262,,,,,,,,,,,,,"Nuclear medicine is a specialized area of radiology that uses very small amounts of radioactive materials, or radiopharmaceuticals, to examine organ function and structure. Nuclear medicine imaging is a combination of many different disciplines. These include chemistry, physics, mathematics, computer technology, and medicine. This branch of radiology is often used to help diagnose and treat abnormalities very early in the progression of a disease, such as thyroid cancer.","Radioisotope Scanning, Scintiphotography, Scintigraphy, Gamma Camera Imaging, Nuclear Medicine Imaging",Nuklearmedizin,MMN,Nuclear medicine,,,MED080000,"MEDICAL / Radiology, Radiotherapy & Nuclear Medicine",,,616.0757,Radiological diagnosis,,,R895-920,Medical physics. Medical radiology. Nuclear medicine,,,,Nuclear medicine,,,MKR,Nuclear medicine,,,693,Medizin/Klinische Fächer,,,TRUE
Nuclear Medicine,6262,/2874/2879/3164/22720/6312/6262/,6,Life Sciences,2874,Health Sciences,2879,Health Care,3164,Medical Physics,22720,Medical Imaging,6312,Nuclear Medicine,6262,,,,,,,,,,,,,"Nuclear medicine is a specialized area of radiology that uses very small amounts of radioactive materials, or radiopharmaceuticals, to examine organ function and structure. Nuclear medicine imaging is a combination of many different disciplines. These include chemistry, physics, mathematics, computer technology, and medicine. This branch of radiology is often used to help diagnose and treat abnormalities very early in the progression of a disease, such as thyroid cancer.","Radioisotope Scanning, Scintiphotography, Scintigraphy, Gamma Camera Imaging, Nuclear Medicine Imaging",Nuklearmedizin,MMN,Nuclear medicine,,,MED080000,"MEDICAL / Radiology, Radiotherapy & Nuclear Medicine",,,616.0757,Radiological diagnosis,,,R895-920,Medical physics. Medical radiology. Nuclear medicine,,,,Nuclear medicine,,,MKR,Nuclear medicine,,,693,Medizin/Klinische Fächer,,,TRUE
Nuclear Medicine,6262,/2867/2928/3383/22720/6312/6262/,6,Physical Sciences,2867,Physics and Astronomy,2928,Applied and Technical Physics,3383,Medical Physics,22720,Medical Imaging,6312,Nuclear Medicine,6262,,,,,,,,,,,,,"Nuclear medicine is a specialized area of radiology that uses very small amounts of radioactive materials, or radiopharmaceuticals, to examine organ function and structure. Nuclear medicine imaging is a combination of many different disciplines. These include chemistry, physics, mathematics, computer technology, and medicine. This branch of radiology is often used to help diagnose and treat abnormalities very early in the progression of a disease, such as thyroid cancer.","Radioisotope Scanning, Scintiphotography, Scintigraphy, Gamma Camera Imaging, Nuclear Medicine Imaging",Nuklearmedizin,MMN,Nuclear medicine,,,MED080000,"MEDICAL / Radiology, Radiotherapy & Nuclear Medicine",,,616.0757,Radiological diagnosis,,,R895-920,Medical physics. Medical radiology. Nuclear medicine,,,,Nuclear medicine,,,MKR,Nuclear medicine,,,693,Medizin/Klinische Fächer,,,TRUE
Zebra finch,6270,/2874/2873/2911/3124/3895/6270/,6,Life Sciences,2874,Biological Sciences,2873,Biological Techniques,2911,Experimental Organisms,3124,Model Vertebrates,3895,Zebra finch,6270,,,,,,,,,,,,,"The zebra finch (Taeniopygia guttata) is a small songbird from the perching-bird order (Passeriformes) that is used as a model organism for the study of subjects including song production, evolution, neurobiology, learning and behaviour.","Finch, Poephila guttata, Finches, Taeniopygia guttata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Zebra finch,6270,/2874/2873/3399/7515/3895/6270/,6,Life Sciences,2874,Biological Sciences,2873,Zoology,3399,Vertebrate Zoology,7515,Model Vertebrates,3895,Zebra finch,6270,,,,,,,,,,,,,"The zebra finch (Taeniopygia guttata) is a small songbird from the perching-bird order (Passeriformes) that is used as a model organism for the study of subjects including song production, evolution, neurobiology, learning and behaviour.","Finch, Poephila guttata, Finches, Taeniopygia guttata",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Caenorhabditis elegans,6271,/2874/2873/2911/3124/5540/6271/,6,Life Sciences,2874,Biological Sciences,2873,Biological Techniques,2911,Experimental Organisms,3124,Model Invertebrates,5540,Caenorhabditis elegans,6271,,,,,,,,,,,,,"Caenorhabditis elegans is a species of soil-dwelling nematode (roundworm) used as a model organism in molecular genetics and developmental biology. It is predominantly hermaphroditic (can self-fertilize) and it is transparent, allowing the position and fate of every cell in the body to be mapped.","C. elegans, Caenorhabditis elegan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
Bisphosphonates in dentistry,6277,/2874/2879/2878/3163/5409/6277/,6,Life Sciences,2874,Health Sciences,2879,Clinical Medicine,2878,Dentistry,3163,Dental Pharmacology,5409,Bisphosphonates in dentistry,6277,,,,,,,,,,,,,"Bisphosphonates in dentistry are medications used to treat bone diseases that can impact dental health, such as osteoporosis, but may also be associated with risks like osteonecrosis of the jaw.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
